folder,file,ground truth
block number dependency,2211,0
block number dependency,2222,0
block number dependency,2224,0
block number dependency,2225,0
block number dependency,2249,0
block number dependency,2252,0
block number dependency,2254,0
block number dependency,2289,0
block number dependency,2295,2
block number dependency,2296,2
block number dependency,2301,0
block number dependency,2307,0
block number dependency,2321,0
block number dependency,2329,0
block number dependency,2349,0
block number dependency,2355,0
block number dependency,2374,0
block number dependency,2377,0
block number dependency,2379,0
block number dependency,2400,0
block number dependency,2405,0
block number dependency,2410,0
block number dependency,2411,0
block number dependency,2437,0
block number dependency,2440,0
block number dependency,2506,0
block number dependency,2528,0
block number dependency,2529,0
block number dependency,2530,0
block number dependency,2531,0
block number dependency,2541,0
block number dependency,2553,0
block number dependency,2584,2
block number dependency,2587,2
block number dependency,2589,2
block number dependency,2593,2
block number dependency,2598,0
block number dependency,2599,0
block number dependency,2607,0
block number dependency,2619,2
block number dependency,2622,0
block number dependency,2632,2
block number dependency,2633,2
block number dependency,2638,2
block number dependency,2644,2
block number dependency,2655,0
block number dependency,2658,2
block number dependency,2670,2
block number dependency,2684,0
block number dependency,2699,0
block number dependency,2717,0
block number dependency,2723,0
block number dependency,2724,0
block number dependency,2734,2
block number dependency,2736,0
block number dependency,2740,0
block number dependency,2745,0
block number dependency,2746,0
block number dependency,2750,0
block number dependency,2754,0
block number dependency,2757,0
block number dependency,2761,0
block number dependency,2763,0
block number dependency,2764,0
block number dependency,2772,0
block number dependency,2777,0
block number dependency,2783,0
block number dependency,2792,0
block number dependency,2794,0
block number dependency,2805,2
block number dependency,2821,0
block number dependency,2823,0
block number dependency,2825,2
block number dependency,2833,0
block number dependency,2839,0
block number dependency,2855,0
block number dependency,2859,0
block number dependency,2876,0
block number dependency,2919,0
block number dependency,2941,0
block number dependency,2947,0
block number dependency,2949,0
block number dependency,2954,0
block number dependency,2963,2
block number dependency,2977,2
block number dependency,2978,2
block number dependency,2989,0
block number dependency,2990,2
block number dependency,2991,2
block number dependency,3050,0
block number dependency,3051,0
block number dependency,3057,0
block number dependency,3060,2
block number dependency,3062,2
block number dependency,3071,0
block number dependency,3082,0
block number dependency,3090,0
block number dependency,3091,0
block number dependency,3096,0
block number dependency,3097,0
block number dependency,3100,0
block number dependency,3103,0
block number dependency,3105,2
block number dependency,3106,0
block number dependency,3108,0
block number dependency,3109,0
block number dependency,3113,0
block number dependency,3123,2
block number dependency,3126,0
block number dependency,3127,0
block number dependency,3132,2
block number dependency,3137,0
block number dependency,3146,0
block number dependency,3158,0
block number dependency,3168,0
block number dependency,3174,0
block number dependency,3199,0
block number dependency,3201,2
block number dependency,3204,0
block number dependency,3207,0
block number dependency,3217,0
block number dependency,3222,0
block number dependency,3228,0
block number dependency,3240,2
block number dependency,3248,0
block number dependency,3254,0
block number dependency,3255,0
block number dependency,3256,0
block number dependency,3266,0
block number dependency,3269,0
block number dependency,3281,0
block number dependency,3284,2
block number dependency,3286,0
block number dependency,3290,2
block number dependency,3291,2
block number dependency,3302,0
block number dependency,3305,0
block number dependency,3311,2
block number dependency,3314,0
block number dependency,3315,0
block number dependency,3316,0
block number dependency,3318,0
block number dependency,3323,0
block number dependency,3330,0
block number dependency,3337,2
block number dependency,3341,0
block number dependency,3347,0
block number dependency,3350,0
block number dependency,3363,0
block number dependency,3364,0
block number dependency,3371,0
block number dependency,3383,0
block number dependency,3386,2
block number dependency,3394,0
block number dependency,3434,0
block number dependency,3455,0
block number dependency,3468,0
block number dependency,3476,0
block number dependency,3488,0
block number dependency,3491,0
block number dependency,3495,0
block number dependency,3508,0
block number dependency,3509,0
block number dependency,3514,0
block number dependency,3522,0
block number dependency,3526,0
block number dependency,3533,0
block number dependency,3534,0
block number dependency,3536,0
block number dependency,3548,0
block number dependency,3555,0
block number dependency,3556,0
block number dependency,3560,0
block number dependency,3574,2
block number dependency,3577,0
block number dependency,3578,0
block number dependency,3589,0
block number dependency,3591,0
block number dependency,3594,0
block number dependency,3597,0
block number dependency,3624,0
block number dependency,3630,0
block number dependency,3643,0
block number dependency,3649,0
block number dependency,3650,0
block number dependency,3656,0
block number dependency,3659,0
block number dependency,3661,0
block number dependency,3664,0
block number dependency,3665,0
block number dependency,3669,0
block number dependency,3670,0
block number dependency,3685,0
block number dependency,3689,2
block number dependency,3691,0
block number dependency,3692,0
block number dependency,3694,0
block number dependency,3696,0
block number dependency,3703,0
block number dependency,3704,2
block number dependency,3705,0
block number dependency,3706,0
block number dependency,3708,2
block number dependency,3711,2
block number dependency,3717,0
block number dependency,3719,0
block number dependency,3722,0
block number dependency,3724,0
block number dependency,3732,0
block number dependency,3735,0
block number dependency,3757,0
block number dependency,3761,0
block number dependency,3765,0
block number dependency,3768,0
block number dependency,3770,0
block number dependency,3773,0
block number dependency,3790,0
block number dependency,3796,0
block number dependency,3801,0
block number dependency,3802,0
block number dependency,3804,0
block number dependency,3810,0
block number dependency,3811,0
block number dependency,3823,0
block number dependency,3826,0
block number dependency,3828,2
block number dependency,3873,0
block number dependency,3894,0
block number dependency,3911,0
block number dependency,3915,0
block number dependency,3919,0
block number dependency,3932,0
block number dependency,3934,0
block number dependency,3935,0
block number dependency,3936,0
block number dependency,3945,0
block number dependency,3955,2
block number dependency,3970,2
block number dependency,3971,2
dangerous delegatecall,510,3
dangerous delegatecall,1138,0
dangerous delegatecall,2004,3
dangerous delegatecall,2860,0
dangerous delegatecall,3521,0
dangerous delegatecall,3721,3
dangerous delegatecall,3972,0
dangerous delegatecall,4617,0
dangerous delegatecall,5321,3
dangerous delegatecall,5332,0
dangerous delegatecall,5349,3
dangerous delegatecall,5380,0
dangerous delegatecall,5854,0
dangerous delegatecall,5901,3
dangerous delegatecall,6043,3
dangerous delegatecall,7003,0
dangerous delegatecall,7066,0
dangerous delegatecall,7129,3
dangerous delegatecall,7493,3
dangerous delegatecall,7494,3
dangerous delegatecall,7628,3
dangerous delegatecall,10708,0
dangerous delegatecall,10726,0
dangerous delegatecall,11074,0
dangerous delegatecall,11089,3
dangerous delegatecall,11772,0
dangerous delegatecall,12692,3
dangerous delegatecall,13000,3
dangerous delegatecall,14108,0
dangerous delegatecall,14677,0
dangerous delegatecall,16372,0
dangerous delegatecall,18102,0
dangerous delegatecall,20625,3
dangerous delegatecall,20681,0
dangerous delegatecall,20740,3
dangerous delegatecall,20869,0
dangerous delegatecall,20874,0
dangerous delegatecall,21312,3
dangerous delegatecall,21313,3
dangerous delegatecall,21314,3
dangerous delegatecall,21344,0
dangerous delegatecall,21345,0
dangerous delegatecall,22218,0
dangerous delegatecall,22229,3
dangerous delegatecall,22320,0
dangerous delegatecall,22344,3
dangerous delegatecall,22345,3
dangerous delegatecall,22648,0
dangerous delegatecall,22943,3
dangerous delegatecall,23089,0
dangerous delegatecall,23604,3
dangerous delegatecall,24227,0
dangerous delegatecall,24277,0
dangerous delegatecall,25217,3
dangerous delegatecall,25219,3
dangerous delegatecall,25335,0
dangerous delegatecall,25456,0
dangerous delegatecall,26284,0
dangerous delegatecall,26431,3
dangerous delegatecall,27767,3
dangerous delegatecall,29219,3
dangerous delegatecall,29717,3
dangerous delegatecall,29842,0
dangerous delegatecall,29999,3
dangerous delegatecall,30357,3
dangerous delegatecall,30358,3
dangerous delegatecall,30679,3
dangerous delegatecall,30692,3
dangerous delegatecall,30740,0
dangerous delegatecall,33425,3
dangerous delegatecall,33567,3
dangerous delegatecall,33727,3
dangerous delegatecall,33728,0
dangerous delegatecall,33741,3
dangerous delegatecall,33799,3
dangerous delegatecall,33930,0
dangerous delegatecall,34410,3
dangerous delegatecall,34483,3
dangerous delegatecall,38293,3
dangerous delegatecall,38362,0
dangerous delegatecall,38370,3
dangerous delegatecall,43085,0
dangerous delegatecall,43126,0
dangerous delegatecall,43189,0
dangerous delegatecall,43210,3
dangerous delegatecall,43311,0
dangerous delegatecall,43354,0
dangerous delegatecall,43367,0
dangerous delegatecall,44224,0
dangerous delegatecall,44311,3
dangerous delegatecall,44417,3
dangerous delegatecall,44418,3
dangerous delegatecall,44428,0
dangerous delegatecall,44939,0
dangerous delegatecall,45085,0
dangerous delegatecall,45086,0
dangerous delegatecall,47235,3
dangerous delegatecall,47236,3
ether frozen,510,0
ether frozen,1138,0
ether frozen,1517,0
ether frozen,2004,4
ether frozen,2248,4
ether frozen,2860,0
ether frozen,3521,4
ether frozen,3721,4
ether frozen,3972,4
ether frozen,4617,4
ether frozen,5321,4
ether frozen,5332,0
ether frozen,5349,4
ether frozen,5380,4
ether frozen,5854,0
ether frozen,5901,4
ether frozen,6043,4
ether frozen,7003,4
ether frozen,7066,0
ether frozen,7129,4
ether frozen,7493,4
ether frozen,7494,4
ether frozen,7628,4
ether frozen,8680,4
ether frozen,10708,4
ether frozen,10726,4
ether frozen,11074,0
ether frozen,11089,4
ether frozen,11772,4
ether frozen,12692,4
ether frozen,13000,4
ether frozen,14108,4
ether frozen,14677,0
ether frozen,16372,0
ether frozen,18102,0
ether frozen,20625,4
ether frozen,20681,0
ether frozen,20740,0
ether frozen,20869,0
ether frozen,20874,0
ether frozen,21312,4
ether frozen,21313,4
ether frozen,21314,4
ether frozen,21344,0
ether frozen,21345,0
ether frozen,22218,0
ether frozen,22229,4
ether frozen,22320,0
ether frozen,22344,4
ether frozen,22345,4
ether frozen,22648,0
ether frozen,22943,0
ether frozen,23089,4
ether frozen,23604,0
ether frozen,24277,0
ether frozen,25217,0
ether frozen,25219,4
ether frozen,25335,4
ether frozen,25456,4
ether frozen,26284,4
ether frozen,26431,4
ether frozen,27767,4
ether frozen,29219,4
ether frozen,29717,4
ether frozen,29842,4
ether frozen,29999,4
ether frozen,30357,0
ether frozen,30358,0
ether frozen,30679,0
ether frozen,30692,0
ether frozen,30740,4
ether frozen,33425,0
ether frozen,33567,4
ether frozen,33727,4
ether frozen,33728,0
ether frozen,33741,4
ether frozen,33799,4
ether frozen,33930,0
ether frozen,34410,0
ether frozen,34483,0
ether frozen,38293,4
ether frozen,38362,0
ether frozen,38370,4
ether frozen,43085,4
ether frozen,43126,4
ether frozen,43189,4
ether frozen,43210,4
ether frozen,43311,4
ether frozen,43354,4
ether frozen,43367,4
ether frozen,44224,0
ether frozen,44311,4
ether frozen,44417,0
ether frozen,44418,0
ether frozen,44428,0
ether frozen,44939,0
ether frozen,45085,0
ether frozen,45086,0
ether frozen,47235,4
ether frozen,47236,4
unchecked external call,3,0
unchecked external call,8,0
unchecked external call,10,0
unchecked external call,46,0
unchecked external call,53,0
unchecked external call,60,0
unchecked external call,78,0
unchecked external call,88,0
unchecked external call,90,0
unchecked external call,140,0
unchecked external call,160,0
unchecked external call,183,0
unchecked external call,185,0
unchecked external call,191,0
unchecked external call,213,0
unchecked external call,222,0
unchecked external call,239,0
unchecked external call,252,0
unchecked external call,254,0
unchecked external call,255,0
unchecked external call,261,0
unchecked external call,265,0
unchecked external call,273,0
unchecked external call,289,0
unchecked external call,317,0
unchecked external call,345,0
unchecked external call,348,0
unchecked external call,410,0
unchecked external call,450,0
unchecked external call,458,0
unchecked external call,461,0
unchecked external call,464,0
unchecked external call,516,0
unchecked external call,592,0
unchecked external call,661,0
unchecked external call,686,0
unchecked external call,687,0
unchecked external call,691,0
unchecked external call,707,5
unchecked external call,746,0
unchecked external call,791,0
unchecked external call,844,0
unchecked external call,864,0
unchecked external call,923,0
unchecked external call,969,0
unchecked external call,981,0
unchecked external call,1002,0
unchecked external call,1009,0
unchecked external call,1055,0
unchecked external call,1064,0
unchecked external call,1086,0
unchecked external call,1155,0
unchecked external call,1216,0
unchecked external call,1229,0
unchecked external call,1255,0
unchecked external call,1275,0
unchecked external call,1331,0
unchecked external call,1336,0
unchecked external call,1347,0
unchecked external call,1395,0
unchecked external call,1403,0
unchecked external call,1430,0
unchecked external call,1432,0
unchecked external call,1458,0
unchecked external call,1468,0
unchecked external call,1470,0
unchecked external call,1482,0
unchecked external call,1529,0
unchecked external call,1556,0
unchecked external call,1690,0
unchecked external call,1707,0
unchecked external call,1710,0
unchecked external call,1729,0
unchecked external call,1731,0
unchecked external call,1751,0
unchecked external call,1753,0
unchecked external call,2025,0
unchecked external call,2044,0
unchecked external call,2048,0
unchecked external call,2053,0
unchecked external call,2407,0
unchecked external call,3240,0
unchecked external call,3307,0
unchecked external call,3308,0
unchecked external call,3430,0
unchecked external call,3460,0
unchecked external call,3503,0
unchecked external call,3504,0
unchecked external call,3505,0
unchecked external call,3509,0
unchecked external call,3720,0
unchecked external call,3940,0
unchecked external call,3950,0
unchecked external call,20189,5
unchecked external call,20198,0
unchecked external call,20215,0
unchecked external call,20313,0
unchecked external call,20411,0
unchecked external call,20596,0
unchecked external call,20608,0
unchecked external call,20757,0
unchecked external call,20862,0
unchecked external call,20891,0
unchecked external call,20892,0
unchecked external call,20918,0
unchecked external call,20933,0
unchecked external call,21027,0
unchecked external call,21067,0
unchecked external call,21087,0
unchecked external call,21144,0
unchecked external call,21196,0
unchecked external call,21227,0
unchecked external call,21241,0
unchecked external call,21254,0
unchecked external call,21277,0
unchecked external call,21287,0
unchecked external call,21390,0
unchecked external call,21391,0
unchecked external call,21397,0
unchecked external call,21513,0
unchecked external call,21521,0
unchecked external call,21610,0
unchecked external call,21697,0
unchecked external call,21755,0
unchecked external call,21760,0
unchecked external call,21999,0
unchecked external call,22074,5
unchecked external call,22078,0
unchecked external call,22271,0
unchecked external call,22474,0
unchecked external call,22511,0
unchecked external call,22533,0
unchecked external call,22572,0
unchecked external call,22608,0
unchecked external call,22629,0
unchecked external call,22635,0
unchecked external call,22675,5
unchecked external call,22780,0
unchecked external call,22799,0
unchecked external call,22901,0
unchecked external call,23081,0
unchecked external call,23087,0
unchecked external call,23126,0
unchecked external call,23387,0
unchecked external call,23776,0
unchecked external call,23792,0
unchecked external call,23803,0
unchecked external call,24158,0
unchecked external call,24456,0
unchecked external call,24601,0
unchecked external call,24624,0
unchecked external call,24648,0
unchecked external call,24802,0
unchecked external call,24822,0
unchecked external call,24985,0
unchecked external call,24997,0
unchecked external call,24999,0
unchecked external call,31356,0
unchecked external call,31373,0
unchecked external call,31374,0
unchecked external call,31404,0
unchecked external call,31415,0
unchecked external call,31418,0
unchecked external call,31437,0
unchecked external call,31442,0
unchecked external call,31443,0
unchecked external call,31445,0
unchecked external call,31446,0
unchecked external call,31453,0
unchecked external call,31454,0
unchecked external call,31456,0
unchecked external call,31485,0
unchecked external call,31489,0
unchecked external call,31491,0
unchecked external call,31497,5
unchecked external call,31528,0
unchecked external call,31530,0
